29,8
28,25
71,55
1,25
25,15
35,30
9,14
8,0
24,28
56,14
38,31
21,22
9,16
31,10
37,21
26,19
57,22
93,58
30,24
44,15
32,2
1,31
15,0
39,29
32,7
115,129
37,9
1,60
13,19
18,7
37,29
1,118
262,95
63,17
21,6
1,40
34,6
65,32
136,57
12,5
42,30
126,66
20,5
22,2
30,29
87,44
37,26
14,10
42,16
170,61
22,9
46,26
30,15
31,9
33,8
35,17
37,13
40,13
79,31
21,13
36,14
22,11
43,0
35,9
60,15
110,30
19,2
2,73
32,11
38,10
12,19
164,60
33,6
35,23
57,3
33,5
50,7
53,19
59,20
50,12
119,27
110,11
72,33
34,5
30,3
51,8
58,7
104,8
23,2
1,79
34,13
67,29
21,28
118,34
7,16
37,17
30,11
46,15
70,27
42,24
25,14
62,26
73,14
107,41
24,8
26,15
69,43
27,3
173,52
39,27
23,5
24,15
85,11
65,25
177,50
128,41
56,8
38,8
1,45
15,2
37,7
50,5
51,19
9,20
58,19
252,77
1,58
468,118
1,133
11,98
20,0
1,122
59,10
51,3
76,13
163,16
74,14
46,3
41,12
42,7
13,85
6,21
1,35
13,59
1,41
1,82
6,73
4,36
2,38
3,35
14,13
26,24
32,30
17,23
13,18
29,1
28,10
19,0
12,88
1,111
1,203
4,12
4,22
6,45
7,58
1,33
9,80
1,22
2,33
4,61
8,178
5,25
71,34
38,33
27,28
22,1
2,51
4,66
3,11
1,50
15,28
20,1
4,14
7,17
27,38
24,47
4,13
4,15
17,33
10,20
5,20
30,35
20,52
32,20
15,36
1,83
1,34
45,57
33,44
12,23
32,24
12,43
4,21
334,7
123,23
406,63
60,3
51,25
104,30
24,0
73,19
55,0
47,16
126,23
16,0
41,4
56,12
120,41
44,31
14,18
34,23
24,20
60,29
46,31
38,11
36,18
25,18
31,6
27,10
24,11
134,54
27,15
31,55
58,14
61,36
28,5
19,32
267,30
4,23
47,8
65,27
187,110
26,12
47,2
45,20
93,11
31,21
33,3
90,18
35,4
20,2
43,5
18,3
44,10
27,9
32,10
26,0
15,1
96,22
7,12
220,65
1,219
58,15
61,35
11,25
80,21
42,13
54,14
267,44
149,35
46,13
27,18
24,22
59,38
41,5
112,73
9,18
65,22
28,40
94,53
106,51
68,54
42,34
9,54
8,62
10,66
6,42
6,46
28,81
33,67
12,111
7,48
5,24
8,47
69,49
171,85
51,156
17,35
2,17
289,194
24,5
36,21
6,13
44,23
63,12
21,4
52,11
4,27
7,15
33,28
1,37
11,18
37,10
35,2
51,46
22,23
298,154
35,10
33,80
117,73
104,28
63,64
8,29
55,55
33,17
21,38
31,24
84,67
12,24
27,31
51,20
92,24
128,77
181,75
49,22
84,35
24,19
16,14
60,39
16,21
49,48
11,13
21,24
80,49
92,118
54,52
39,16
66,34
72,25
85,9
51,24
39,8
3,25
161,1
93,2
18,16
3,13
29,9
12,18
31,20
22,32
27,26
64,26
18,39
40,2
71,30
30,46
21,34
40,32
5,21
28,4
11,30
16,17
7,33
19,16
49,8
42,5
22,21
255,32
53,18
38,16
33,7
1,309
19,24
68,39
21,11
58,27
36,26
36,1
53,31
59,34
43,11
86,32
78,31
20,19
107,48
110,83
63,14
39,24
82,42
205,112
60,42
60,33
130,57
60,7
33,4
91,35
44,32
48,9
32,0
27,0
27,70
8,18
16,49
9,27
25,28
86,15
34,20
82,25
112,25
53,10
130,174
144,35
1,305
146,72
104,13
57,7
57,4
35,3
293,18
79,18
37,12
98,41
64,24
161,29
289,36
38,7
78,36
188,43
62,0
25,2
178,166
7,27
40,38
54,36
128,43
136,34
58,23
213,31
64,7
65,19
46,7
99,37
158,29
103,10
105,10
88,9
17,20
24,24
45,34
33,39
108,65
56,4
45,30
131,27
97,30
79,24
60,30
145,44
83,26
216,128
21,16
71,41
60,28
89,30
110,23
34,8
79,33
212,80
50,23
89,26
233,76
41,35
120,40
1,49
19,36
30,0
38,0
28,88
56,58
6,22
28,23
43,37
26,33
129,91
168,62
46,43
360,84
17,6
16,20
28,45
37,35
15,21
106,19
15,25
54,29
25,30
94,61
27,24
226,71
174,83
81,29
95,68
75,43
39,38
15,11
6,29
3,30
7,23
4,18
9,21
6,19
16,19
9,19
8,27
1,42
37,22
44,2
37,51
23,18
36,47
29,41
93,76
33,21
19,20
76,35
68,32
22,24
42,19
41,33
6,103
35,14
41,22
13,39
43,23
31,35
67,24
125,63
8,38
13,23
32,128
27,53
13,17
67,66
18,36
60,26
54,60
94,52
18,29
48,21
21,18
53,28
36,12
56,18
9,30
11,44
23,100
2,25
3,12
6,31
7,52
9,25
6,34
14,20
63,41
562,287
61,17
66,3
78,41
131,80
17,40
28,3
81,70
20,29
18,15
24,36
20,28
16,16
20,21
20,25
86,54
76,52
76,81
54,34
22,0
88,112
83,47
20,9
112,92
42,11
18,19
46,23
29,37
29,29
84,42
13,36
2,34
36,31
34,41
26,29
62,4
10,109
431,147
22,15
33,0
37,20
44,35
99,35
56,16
133,59
84,51
36,39
26,26
63,38
63,15
122,86
13,14
6,23
69,30
19,34
33,30
31,0
62,120
43,44
38,58
17,25
55,103
33,41
87,68
11,24
3,19
2,21
51,22
168,80
33,54
18,32
51,4
7,19
18,2
31,7
62,10
48,8
34,0
21,0
28,6
2,18
34,94
7,28
36,89
25,34
74,23
71,12
69,45
91,34
246,124
6,26
101,36
34,10
53,4
143,78
38,5
28,41
60,40
26,3
66,92
31,102
13,20
21,1
18,26
8,24
39,30
13,28
10,30
76,62
7,18
8,19
67,32
19,47
281,195
107,143
139,127
45,2
83,82
32,54
23,1
143,80
115,179
24,1
28,82
17,45
5,29
216,110
112,88
82,26
80,16
40,98
16,45
6,28
5,14
38,21
48,37
135,39
59,8
39,51
65,39
1,47
1,261
1,46
10,32
16,26
41,0
35,16
40,29
158,58
23,13
31,3
28,101
47,36
10,39
32,36
34,29
142,109
14,45
35,92
27,104
35,33
22,82
22,12
69,25
3,81
25,78
18,48
34,3
2,22
6,48
4,38
15,16
23,31
41,47
24,51
7,60
41,7
5,30
17,69
5,33
19,75
73,31
31,38
17,62
5,27
17,30
6,20
22,29
5,22
19,42
49,87
4,94
19,85
46,64
37,44
22,113
3,15
9,40
51,23
44,1
36,55
57,39
85,138
18,33
28,42
49,67
66,91
33,62
53,27
72,31
55,68
32,53
51,68
6,49
34,39
9,52
12,28
21,23
33,13
60,16
47,25
98,32
75,26
49,27
25,40
72,62
7,22
16,59
20,13
138,76
13,54
32,5
9,53
2,36
12,44
19,14
35,1
26,18
96,7
60,31
41,8
33,43
32,29
86,11
42,8
31,22
65,13
125,40
41,3
43,8
77,0
37,25
50,16
40,12
5,15
6,25
23,0
28,29
16,25
66,28
26,27
12,32
143,11
51,45
50,2
21,26
23,4
61,48
9,37
61,16
48,16
92,26
52,0
174,86
25,29
4,39
75,175
153,123
57,232
215,137
127,126
144,119
73,7
64,0
107,340
10,14
12,61
7,47
52,22
2,29
29,42
30,57
44,43
56,65
57,173
18,76
27,35
94,138
50,144
14,31
4,88
5,26
13,49
2,52
4,54
3,74
1,89
5,32
340,501
13,57
10,29
13,27
37,1
35,46
28,22
20,18
34,44
48,44
42,87
78,80
34,42
28,35
62,75
53,16
47,24
66,4
139,60
46,21
76,64
83,49
57,42
92,14
69,11
80,30
42,1
258,79
255,0
194,91
75,13
149,70
38,14
728,290
50,17
117,63
63,25
59,43
19,54
9,22
70,4
797,104
411,35
105,0
65,11
14,22
19,28
144,8
111,36
3,20
51,0
39,6
27,2
114,40
70,15
635,104
36,3
40,0
93,42
142,31
172,63
93,40
441,115
48,0
46,0
61,26
38,6
79,12
63,23
200,100
23,43
63,66
73,2
140,6
76,39
290,123
39,0
39,34
52,36
89,52
30,2
46,16
72,5
97,2
190,49
354,185
119,33
102,6
7,32
3,26
135,37
122,55
35,0
29,11
48,7
78,15
132,22
106,35
128,30
18,25
92,7
104,33
583,46
25,6
21,21
28,2
14,49
18,78
19,25
45,19
62,14
16,24
52,12
55,16
88,21
81,7
58,24
75,19
76,50
37,4
23,3
45,0
39,23
30,17
53,0
1,28
4,19
61,63
99,24
66,49
26,23
37,34
367,92
69,42
30,22
74,5
10,34
44,50
104,40
34,21
61,23
8,22
38,4
99,17
70,46
41,19
40,7
43,68
85,27
4,20
53,34
70,63
3,34
126,121
29,55
166,85
17,24
89,4
58,29
98,4
61,4
22,5
30,48
24,42
29,23
38,45
35,20
24,13
33,34
31,30
49,45
23,26
25,48
21,30
38,34
35,8
41,1
38,28
31,53
38,43
23,10
36,0
29,0
34,1
55,13
44,3
50,22
282,3
64,15
46,4
37,8
47,14
54,2
29,2
41,9
36,4
30,4
87,15
45,11
27,13
75,28
47,9
46,11
31,2
66,25
54,9
50,3
73,5
29,3
27,6
32,17
57,5
44,6
84,7
36,9
60,10
121,21
37,3
49,11
32,13
60,8
81,34
69,9
61,9
50,6
85,8
104,32
44,7
53,8
56,7
74,25
61,6
31,1
116,11
45,7
152,79
121,39
16,18
204,63
158,60
89,45
88,37
67,47
37,52
61,37
50,11
24,17
56,32
35,28
10,17
17,34
50,19
49,18
48,30
53,26
268,19
284,22
339,33
253,9
139,42
48,3
99,22
101,22
96,27
23,22
61,21
30,10
57,29
193,3
60,13
74,13
69,1
35,5
255,30
71,13
102,17
64,4
101,46
95,9
93,9
42,0
221,29
77,12
74,22
80,28
81,21
84,0
283,189
237,8
1,30
123,20
117,3
121,41
57,38
214,8
51,7
33,2
289,47
40,1
1270,400
107,3
153,12
130,8
354,47
96,10
179,37
278,0
75,10
84,3
162,0
122,31
332,98
43,36
830,280
136,36
77,42
327,134
52,2
113,66
31,41
1,90
39,9
27,27
30,39
36,5
44,8
17,21
34,35
42,20
97,63
185,71
54,49
103,47
92,50
36,6
96,54
88,12
47,15
39,4
64,42
45,16
79,3
45,3
49,13
98,17
95,26
103,61
94,28
86,59
49,44
142,44
215,72
134,48
143,38
20,32
1,32
2,28
55,74
87,97
90,88
17,31
5,63
18,31
5,92
1,76
6,59
8,32
91,26
2,16
32,14
30,20
4,44
3,22
41,28
20,16
43,28
1,94
1,164
66,52
141,70
65,10
59,44
49,10
132,68
68,37
44,28
40,17
62,17
85,35
43,12
114,33
67,23
43,59
22,34
72,12
246,191
44,13
73,34
73,43
2,68
1,62
2,48
2,62
25,27
75,51
6,43
42,25
69,31
70,29
91,36
105,15
71,14
33,9
43,29
73,21
111,33
105,23
235,68
82,30
128,52
61,7
58,13
37,0
47,7
3,42
46,17
1,110
68,82
54,53
35,80
45,25
34,22
52,34
17,65
37,5
95,57
103,63
461,127
438,233
97,22
71,16
34,11
175,28
64,11
28,28
64,49
51,26
181,54
46,5
86,50
99,42
65,14
84,41
65,4
1,44
35,22
49,105
202,41
97,81
51,27
29,6
34,12
67,46
71,25
6,14
74,77
19,38
74,54
79,67
14,19
69,65
62,40
50,18
245,45
216,112
198,104
44,117
83,60
121,78
63,42
14,29
15,42
55,62
59,42
83,38
241,86
32,46
19,50
213,98
117,45
74,75
21,40
36,17
373,169
29,48
70,39
26,16
52,37
18,21
331,169
12,30
6,17
18,38
1,63
2,31
31,37
29,24
11,17
15,27
127,35
48,1
19,31
17,50
21,60
73,44
201,126
53,39
236,107
105,144
48,39
555,160
54,15
62,29
103,60
70,5
79,4
91,31
78,27
78,11
109,21
68,12
94,22
21,45
458,85
45,31
69,39
170,142
31,25
48,27
208,101
90,90
67,40
55,43
40,8
76,37
109,63
84,15
67,5
56,25
29,7
62,34
1,73
187,28
46,12
338,60
27,1
67,10
67,48
63,53
68,30
197,60
120,21
69,29
102,49
54,17
57,59
61,19
40,30
11,21
38,37
39,42
11,29
16,57
32,26
43,40
41,50
52,73
130,109
129,76
199,137
11,34
10,33
9,44
39,47
70,71
35,19
25,58
25,26
54,31
180,74
33,26
2,24
6,56
59,6
36,11
87,41
98,52
41,2
40,26
101,7
47,38
47,12
4,91
113,8
46,6
112,3
75,15
61,3
182,16
223,35
83,10
66,9
92,25
424,67
168,9
52,19
443,20
60,22
61,18
91,12
104,50
102,37
73,9
60,5
77,21
28,37
52,13
40,10
55,9
54,35
79,0
73,8
48,5
62,1
64,5
54,4
69,2
51,9
52,16
45,23
70,12
49,21
9,24
5,19
6,27
59,17
43,25
17,37
7,30
2,32
5,60
3,33
26,30
36,30
7,37
64,44
104,70
140,12
1,54
184,112
10,27
44,36
64,23
132,101
45,38
37,28
15,31
18,30
35,42
50,56
46,19
76,51
58,49
82,35
29,22
72,43
162,101
24,29
32,4
36,65
185,169
18,24
12,31
144,84
47,26
3,72
3,28
18,40
36,22
8,33
55,15
118,77
24,41
45,26
38,18
32,38
7,41
7,21
74,29
41,25
82,12
47,20
7,74
2,60
7,49
2,86
16,126
2,82
6,24
2,42
6,30
42,152
5,45
4,25
8,54
3,32
2,106
175,87
44,19
81,33
33,48
158,67
78,26
42,38
29,13
55,19
57,35
38,36
45,22
23,33
51,16
21,66
46,42
27,36
78,39
79,37
24,30
6,15
53,47
233,175
155,36
62,20
23,24
57,17
199,115
41,34
100,67
25,19
48,22
59,28
55,20
43,33
108,70
29,40
198,62
109,41
21,29
20,27
301,104
115,60
104,93
108,49
60,86
59,35
65,53
34,15
40,3
55,11
141,52
9,26
10,28
34,25
31,8
39,10
89,27
34,66
56,27
59,27
45,9
124,77
104,160
52,20
66,24
153,25
179,41
278,79
69,23
73,20
81,28
124,39
91,23
85,31
10,69
38,9
114,52
108,31
67,17
44,63
10,63
44,69
58,60
144,43
199,52
76,24
77,35
29,28
52,48
84,38
136,137
71,22
84,44
47,68
62,48
94,32
71,75
98,19
117,27
147,38
44,34
47,23
30,38
37,36
44,39
67,54
10,23
6,39
23,36
111,26
62,27
54,25
21,39
262,91
121,61
57,16
70,79
4,32
107,14
73,28
1,156
37,14
109,15
318,52
99,112
74,24
82,31
43,17
47,37
4,31
48,20
45,41
98,45
119,63
44,27
60,9
64,30
144,14
43,19
125,9
135,9
144,12
45,6
49,29
34,17
49,35
68,38
53,13
70,25
41,30
6,32
57,12
4,30
45,15
40,24
15,33
10,24
23,23
37,27
39,57
28,20
43,24
19,21
35,49
55,32
52,7
33,1
53,32
48,29
17,28
35,36
56,31
39,7
64,8
1,57
48,14
92,20
51,21
60,20
64,28
16,34
32,18
37,23
126,2
85,2
60,2
75,29
40,11
160,99
82,40
16,27
360,151
238,148
182,66
38,49
167,110
42,44
52,66
48,49
44,54
4,49
26,2
5,23
3,37
45,14
54,67
9,56
14,34
5,39
19,29
27,154
95,58
19,96
38,70
3,54
8,72
7,275
9,60
2,67
39,301
18,46
2,50
4,35
6,36
66,286
4,52
14,102
51,36
59,31
102,107
28,31
56,42
37,43
121,89
82,52
36,48
68,53
10,79
4,29
24,84
25,32
54,45
42,45
24,26
28,49
8,41
6,69
22,41
22,37
34,27
25,33
110,65
17,38
69,44
41,27
66,41
122,54
45,8
7,44
5,31
14,51
8,26
20,31
9,32
8,64
10,38
2,56
9,149
5,231
1,71
202,104
25,45
53,38
26,34
88,31
30,25
26,28
8,21
23,94
59,25
22,22
37,19
77,29
66,39
79,158
27,29
14,40
7,26
5,37
31,46
44,22
18,22
57,20
57,31
94,18
142,38
51,15
19,22
89,38
67,12
94,11
41,13
41,11
122,59
83,22
44,16
67,35
138,28
45,35
100,51
66,18
43,18
52,24
70,28
52,26
68,17
76,46
89,19
159,100
40,5
43,4
39,3
59,7
43,6
85,49
38,114
1,106
334,193
1,43
709,118
1,109
1,1400
1,56
1,65
1,66
1,120
1,53
1,460
1,208
123,25
113,18
149,29
21,77
91,29
46,34
14,61
5,40
9,31
70,55
81,27
115,202
69,18
67,67
36,37
51,28
30,87
38,29
36,10
34,96
10,37
47,53
48,33
94,171
71,76
91,0
135,28
69,17
77,75
41,6
38,2
81,9
85,18
70,40
106,33
312,186
44,4
21,72
76,26
36,35
13,31
42,32
93,170
29,27
187,126
51,13
75,32
40,31
50,1
32,28
42,31
25,43
27,69
102,41
113,52
49,9
44,14
52,49
51,6
330,45
37,6
31,33
47,4
1,81
45,39
46,2
50,40
48,34
58,45
81,76
32,27
20,22
14,28
212,133
27,99
90,57
93,63
150,65
22,27
24,53
7,59
17,41
7,39
3,29
9,160
15,94
2,40
14,46
6,92
24,59
8,53
3,71
6,41
30,293
1,150
11,78
63,45
21,52
139,89
95,46
50,61
41,54
68,43
102,44
186,123
19,23
15,37
15,38
136,112
63,24
63,35
56,36
57,67
55,71
137,110
52,23
79,68
94,66
23,41
55,30
68,25
80,46
30,19
127,88
178,204
79,28
36,16
65,56
24,16
131,69
140,143
33,27
28,43
125,78
110,87
81,71
52,31
78,66
26,41
76,44
80,41
59,37
31,31
85,83
38,41
68,70
14,24
47,50
91,110
39,46
40,45
70,42
16,28
117,100
215,219
274,203
66,64
9,121
30,31
15,41
29,63
63,50
445,325
339,184
47,22
88,24
235,121
216,63
87,73
69,36
75,65
5,190
321,120
27,40
95,56
82,33
3,44
33,50
84,116
57,60
133,159
15,35
8,34
19,27
100,118
79,95
94,113
16,23
174,80
176,103
127,67
86,98
77,82
30,18
78,93
90,53
73,23
87,26
13,63
26,67
189,126
24,55
11,20
36,59
9,28
9,39
20,97
96,50
10,54
12,65
22,44
7,89
25,55
8,104
17,59
8,37
46,90
94,54
5,28
17,29
34,32
55,29
3,31
2,53
70,30
66,12
77,2
13,45
71,31
1,117
76,23
43,3
15,29
4,26
8,25
1,55
43,41
41,18
74,48
39,43
52,30
188,94
68,29
33,32
47,6
67,3
38,20
49,7
34,30
119,57
44,26
129,32
84,37
85,42
72,17
48,43
58,5
25,42
11,27
23,28
62,56
61,41
2,26
24,27
138,97
35,12
10,25
65,57
23,29
92,37
78,21
66,32
92,99
44,0
33,36
60,61
59,9
297,137
166,113
54,28
1232,478
219,122
76,41
253,142
96,56
39,25
500,184
62,67
130,32
43,10
89,59
50,39
190,67
1071,322
70,34
605,142
708,164
75,40
456,128
73,68
208,37
920,340
1742,467
356,132
158,38
157,36
59,40
95,40
86,20
37,2
36,41
11,33
39,11
86,34
26,73
32,40
312,93
210,70
117,21
93,22
325,93
516,154
123,69
1728,298
3166,836
462,149
38,24
99,14
272,98
48,176
265,83
2183,523
94,97
134,63
1141,271
55,63
64,14
864,286
243,99
73,3
195,107
95,3
5476,1122
228,118
283,131
224,74
285,89
17,27
45,18
90,24
94,38
64,39
224,98
111,27
274,137
61,31
92,71
88,53
82,46
81,43
68,28
218,81
168,66
55,28
358,145
299,100
216,92
134,57
60,46
41,23
195,72
291,106
68,26
362,34
49,17
126,46
172,96
202,87
1103,313
165,89
98,50
156,127
101,59
178,59
263,0
82,24
198,56
167,53
74,126
64,63
684,120
258,120
40,16
89,50
218,47
105,39
97,67
159,69
434,159
85,29
60,25
43,27
619,166
59,36
146,105
98,28
1482,475
415,135
59,23
98,46
155,56
103,58
174,53
950,247
130,34
87,47
385,189
196,78
83,21
84,46
178,57
374,112
178,65
321,150
122,47
124,50
115,54
105,42
114,37
192,60
33,12
488,145
668,202
1054,189
2544,1007
222,77
190,61
366,130
117,69
167,77
225,62
126,35
1689,470
149,51
62,42
613,171
1413,361
262,80
369,78
2811,764
153,48
137,45
216,76
5044,1075
125,56
134,56
64,22
285,98
75,24
421,154
407,140
135,26
76,31
335,126
119,21
146,42
150,32
310,83
85,32
63,33
245,177
68,24
94,36
49,12
274,73
183,57
276,94
1188,311
106,48
110,29
228,67
237,59
683,177
108,39
170,98
267,69
125,52
107,18
52,18
460,29
59,13
41,55
21,43
13,32
71,29
121,11
237,46
67,44
89,13
26,1
164,52
76,30
252,36
121,51
101,14
278,105
64,10
159,60
33,23
90,10
245,74
94,10
44,18
52,39
31,45
46,24
9,47
221,114
7,61
6,58
8,30
15,115
18,68
12,34
10,57
4,87
89,24
74,35
65,44
26,56
49,20
63,21
37,11
100,29
54,18
66,23
165,175
53,55
29,85
